Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
javapoet,com.squareup.javapoet,TypeSpecTest,initializerBlockInRightPlace,4,1,0,2303,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,initializersToBuilder,10,1,0,2350,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,initializerBlockUnsupportedExceptionOnInterface,9,1,0,2424,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,initializerBlockUnsupportedExceptionOnAnnotation,9,1,0,2433,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,lineWrapping,11,2,0,2442,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,lineWrappingWithZeroWidthSpace,5,1,0,2471,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,equalsAndHashCode,18,1,0,2493,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,classNameFactories,7,1,0,2512,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,modifyAnnotations,5,1,0,2520,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,modifyModifiers,5,1,0,2531,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,modifyFields,5,1,0,2540,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,modifyTypeVariables,6,1,0,2549,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,modifySuperinterfaces,5,1,0,2561,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,modifyMethods,5,1,0,2570,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,modifyTypes,5,1,0,2579,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,modifyEnumConstants,6,1,0,2588,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,modifyOriginatingElements,5,1,0,2599,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,javadocWithTrailingLineDoesNotAddAnother,4,1,0,2608,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,javadocEnsuresTrailingLine,4,1,0,2623,1,,
javapoet,com.squareup.javapoet,TypesTest,getElements,3,1,0,31,0,,
javapoet,com.squareup.javapoet,TypesTest,getTypes,3,1,0,36,0,,
javapoet,com.squareup.javapoet,UtilTest,characterLiteral,32,1,0,23,1,,
javapoet,com.squareup.javapoet,UtilTest,stringLiteral,8,1,0,59,1,,
javapoet,com.squareup.javapoet,UtilTest,stringLiteral,3,1,1,68,0,,
javapoet,com.squareup.javapoet,UtilTest,stringLiteral,3,1,3,72,0,,
javapoet,(default package),ClassNameNoPackageTest,shouldSupportClassInDefaultPackage,6,1,0,27,1,,
